,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature
0,0.05466720153982479,0.06277770697488907,0.06296109004922301,0.00859075732758839,0.04618436583178716,0.0,0.014688401538660158,0.056115801164092066,-0.02279611152549824,0.043086003017590184,0.036909469332827426,0.029793589967047545,0.03913489689610081
1,0.03456896567959509,0.05276911978293503,0.027699971488168558,0.001185148273660004,0.052637523797324545,0.013884053070940799,0.026658664714294237,0.014904356789182853,-0.014090170628307593,0.027637957607111303,0.03744883469553726,0.04766974394727607,0.03913489689610081
2,0.04823576606455128,0.03607534059037503,0.02515535468479349,0.05725081343130073,0.00879400938440879,5.475700522365937e-06,0.01627398225042537,0.010415092696055487,-0.04260129316422217,0.018032082097322617,0.04240433181840188,0.0,0.03913489689610081
3,0.0016078588688183762,0.03856714212491801,0.033879755153508,0.005580856950039172,0.027710619499072296,3.9810397070758824e-07,0.019689079168073522,0.05270396045331526,-0.0357410562120298,0.03415422403480421,0.06013363252844576,0.023834871973638035,0.03913489689610081
4,0.04823576606455128,0.04436048965441214,0.030462698303261482,0.00010722770095019083,0.05896414925373375,0.0,0.023870830495805954,0.03995445042883355,-0.010017947315924357,0.05954519321857313,0.05290296026703725,0.005958717993409509,0.03913489689610081
5,0.021706094729048078,0.021420488679766696,0.028645114872279297,0.06239272657628064,0.00300514709179437,0.0676493402181044,0.01829516205882938,0.015443068480358134,-0.07347235944908784,0.04044579162016288,0.022185293189844663,0.03575230796045705,0.04891862112012601
6,0.023313953597866453,0.023485899836138916,0.036642481968600926,0.06233002031841502,0.003694749266542973,0.06772017722356838,0.02003755844538456,0.04965126086998866,-0.0568749223171832,0.028986150661116733,0.041794275960694856,0.029793589967047545,0.03913489689610081
7,0.0008039294344091881,0.03495424508131035,0.0426041556222225,9.719469969169344e-06,0.059153948017426024,0.019621850513523477,0.027704102546227346,0.05207546348027743,-0.02609002594541232,0.02707621050127571,0.035811431071329246,0.023834871973638035,0.03913489689610081
8,0.05466720153982479,0.03056239108130842,0.04384011235529039,0.000902970113264765,0.05744575914419554,0.0,0.11691479753785251,0.041031873811184116,-0.014604410432260424,0.10336146747374958,0.04143739795511433,0.06554589792750459,0.03913489689610081
9,0.0,0.03131718150229394,0.02406480462620418,0.00021570952705769384,0.05542123899814459,5.914889956242636e-05,0.12754341549583909,0.02684579927690164,-0.005264703722630613,0.033873350481886416,0.05449988034785481,0.029793589967047545,0.03913489689610081
10,0.044216118892505346,0.03263955445695475,0.025373464696511354,5.499338814813881e-05,0.05017013986932496,0.03053074935497696,0.038332720504213935,0.003573454218129383,-0.01875724430850654,0.03803027906506982,0.039592594023998263,0.05958717993409509,0.03913489689610081
11,0.04180433058927778,0.030125407153369435,0.03867817541130098,0.06107589516110285,0.034227043719173775,0.06120317272088189,0.039726637613458085,0.029539357732778063,-0.033167077517649676,0.015897443095147352,0.042371633571817266,0.0,0.03913489689610081
12,0.042608260023686964,0.026172192323457775,0.027772674825407843,0.03116501015920751,0.02106766276984264,0.065028371015937,0.018469401697484896,0.004363564698519799,-0.0432878727943646,0.02061611878416636,0.026461912431238476,0.04171102595386656,0.03913489689610081
13,0.030549318507549147,0.0373555048701781,0.03947791212093314,1.0534651321422258e-05,0.06269685827301517,9.27964771578186e-07,0.06516562485716369,0.06877552590671124,-0.007727495432372284,0.03752470666981778,0.04672143460318615,0.05362846194068558,0.03913489689610081
14,0.0675300724903718,0.048977456586988696,0.04878393928756195,0.01611550827146143,0.023598312952406317,5.631541934386701e-06,0.00838092661933041,0.06572282632338462,-0.05021204226272408,0.01814443151848974,0.028873174557948758,0.05362846194068558,0.03913489689610081
15,0.019294306425820515,0.019304261589350058,0.03315272178111513,0.06226731406054942,0.0021320727788099007,0.0671534811798565,0.021954194470595257,0.02693558455876419,-0.07468985693087887,0.01876235333490889,0.03026892256930295,0.0,0.03913489689610081
16,0.010451082647319445,0.058191693070541534,0.03577004192172947,2.7841578492330255e-05,0.0601029418358874,4.406061739859784e-06,0.038332720504213935,0.035106045208256,-0.011660735013957459,0.04269278004350526,0.03426371406632471,0.011917435986819018,0.03913489689610081
17,0.0,0.03486370333563511,0.029226741570193598,7.462044686007432e-07,0.047449690923069,0.06793268823996033,0.021257235915973182,0.05207546348027743,-0.0204528458242429,0.01645919020098295,0.04669340753468506,0.011917435986819018,0.03913489689610081
18,0.0,0.03838390681877087,0.02028423108976123,0.0006000988877738751,0.026761625680610916,0.05929057357335433,0.02230267374790629,0.02612751702200126,-0.033522875868492716,0.02134639002175263,0.03163041527471136,0.023834871973638035,0.03913489689610081
19,0.04100040115486859,0.029871824055792723,0.03591544859620805,0.0001555115195067095,0.05358651761578592,0.0,0.008746829860506998,0.013288221715657,-0.011107579765381168,0.03016581958337148,0.04045520491008731,0.0,0.03913489689610081
20,0.023313953597866453,0.05074972435836851,0.013740930738225347,0.007085807138813781,0.027014690698867284,0.006538255604325692,0.010105899042020038,0.014186074534282474,-0.02523944551292818,0.025222445052018243,0.058300039424730124,0.0,0.029351172672075605
